,Unnamed: 0,propertyID_hemnet,houseAddress_1,houseAddress_2,Municipality,Date_of_sale_txt,Date_of_sale,Final_price,Starting_price,Housing_type,Tenure_type,Rooms,Living_Area_m2,Ancillary_Area_m2,Lot_area_m2,year_built,Ground_Rent_perYear,Operating_Cost,Patio_dummy,Elevator_dummy,Balcony_Dummy,Floor,Total_Floors,link
3069,4733,580533.0,Alkalievägen 21C,"het Bohus, Ale kommun",Ale,28 september 2016,2016-09-28,1650000,0.0,Apartment,Right of residence,3.0,65.5,0.0,0,1967,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-alkalievagen-21c-580533
3070,4734,579727.0,Grangärdesvägen 11B,"het Surte, Ale kommun",Ale,28 september 2016,2016-09-28,1490000,0.0,Apartment,Right of residence,2.0,62.5,0.0,0,0,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-grangardesvagen-11b-579727
3071,4735,578449.0,Nordgärdesvägen 7A,"het Surte, Ale kommun",Ale,26 september 2016,2016-09-26,1400000,0.0,Apartment,Right of residence,2.0,52.0,0.0,0,1949,0,1000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-nordgardesvagen-7a-578449
3072,4736,578097.0,Granhäcksvägen 3a,"het Surte, Ale kommun",Ale,25 september 2016,2016-09-25,785000,0.0,Apartment,Right of residence,1.0,18.3,0.0,0,1959,0,1800,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-surte-ale-kommun-granhacksvagen-3a-578097
3073,4737,575506.0,Alkalievägen 11A,"het Bohus, Ale kommun",Ale,23 september 2016,2016-09-23,1460000,0.0,Apartment,Right of residence,2.0,54.5,0.0,0,1967,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-alkalievagen-11a-575506
3074,4738,575534.0,Grangärdesvägen 1A,"het Surte, Ale kommun",Ale,21 september 2016,2016-09-21,1650000,0.0,Apartment,Right of residence,2.0,61.0,0.0,0,0,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-grangardesvagen-1a-575534
3075,4739,574049.0,Alkalievägen 3A,"het Bohus, Ale kommun",Ale,16 september 2016,2016-09-16,1350000,0.0,Apartment,Right of residence,2.0,59.5,0.0,0,1967,0,3400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-alkalievagen-3a-574049
3076,4740,579392.0,Solskensvägen 26,"het Surte, Ale kommun",Ale,16 september 2016,2016-09-16,3280000,0.0,Apartment,Right of residence,3.0,88.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-surte-ale-kommun-solskensvagen-26-579392
3077,4741,572549.0,Idrottsvägen 8A,"het Surte, Ale kommun",Ale,15 september 2016,2016-09-15,1310000,0.0,Apartment,Right of residence,2.0,55.5,0.0,0,1951,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-idrottsvagen-8a-572549
3078,4742,568405.0,Bruksvägen 3A,"het Surte, Ale kommun",Ale,8 september 2016,2016-09-08,1650000,0.0,Apartment,Right of residence,3.0,97.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-surte-ale-kommun-bruksvagen-3a-568405
3079,4743,568312.0,Vättarnas väg 18D,"het Älvängen, Ale kommun",Ale,7 september 2016,2016-09-07,2175000,0.0,Apartment,Right of residence,4.0,81.0,0.0,0,2015,0,4800,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-alvangen-ale-kommun-vattarnas-vag-18d-568312
3080,4744,567089.0,Byvägen 12 A,"het Skårdal, Ale kommun",Ale,6 september 2016,2016-09-06,1750000,0.0,Apartment,Right of residence,3.0,74.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-skardal-ale-kommun-byvagen-12-a-567089
3081,4745,565710.0,Naturvägen 2,"het Surte, Ale kommun",Ale,3 september 2016,2016-09-03,2000000,0.0,Apartment,Right of residence,2.0,60.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-naturvagen-2-565710
3082,4746,565173.0,Göteborgsvägen 102B,"het Älvängen, Ale kommun",Ale,2 september 2016,2016-09-02,1750000,0.0,Apartment,Right of residence,2.0,56.0,0.0,0,1953,0,4080,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-alvangen-ale-kommun-goteborgsvagen-102b-565173
3083,4747,565131.0,Sörgårdsvägen 12,"het Bohus, Ale kommun",Ale,2 september 2016,2016-09-02,1790000,0.0,Apartment,Right of residence,3.0,81.0,0.0,0,1966,0,5400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-sorgardsvagen-12-565131
3084,4748,564561.0,Skolallén 3C,"het Nol, Ale kommun",Ale,2 september 2016,2016-09-02,1100000,0.0,Apartment,Right of residence,1.0,32.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-nol-ale-kommun-skolallen-3c-564561
3085,4749,563785.0,Sörvägen 1A,"het Nol, Ale kommun",Ale,2 september 2016,2016-09-02,1225000,0.0,Apartment,Right of residence,2.0,51.0,0.0,0,1943,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-nol-ale-kommun-sorvagen-1a-563785
3086,4750,564932.0,Alkalievägen 17 B,"het Bohus, Ale kommun",Ale,1 september 2016,2016-09-01,1350000,0.0,Apartment,Right of residence,2.0,54.5,0.0,0,1960,0,4265,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-alkalievagen-17-b-564932
3087,4751,563189.0,Grangärdesvägen 11B,"het Surte, Ale kommun",Ale,29 augusti 2016,2016-08-29,1550000,0.0,Apartment,Right of residence,2.0,62.5,0.0,0,0,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-grangardesvagen-11b-563189
3088,4752,559174.0,Göteborgsvägen 97A,"het Surte, Ale kommun",Ale,29 augusti 2016,2016-08-29,1730000,0.0,Apartment,Right of residence,3.0,77.7,0.0,0,0,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-surte-ale-kommun-goteborgsvagen-97a-559174
3089,4753,560611.0,Furuhöjd 33,"het Älvängen, Ale kommun",Ale,28 augusti 2016,2016-08-28,1350000,0.0,Apartment,Right of residence,1.0,40.0,0.0,0,2015,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-alvangen-ale-kommun-furuhojd-33-560611
3090,4754,559173.0,Alkalievägen 15A,"het Bohus, Ale kommun",Ale,26 augusti 2016,2016-08-26,1450000,0.0,Apartment,Right of residence,3.0,65.0,0.0,0,1967,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-alkalievagen-15a-559173
3091,4755,559171.0,Brukstorget 2B,"het Nol, Ale kommun",Ale,26 augusti 2016,2016-08-26,1580000,0.0,Apartment,Right of residence,3.0,69.4,0.0,0,1945,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-nol-ale-kommun-brukstorget-2b-559171
3092,4756,566376.0,Klorvägen 4A,"het Bohus, Ale kommun",Ale,25 augusti 2016,2016-08-25,1415000,0.0,Apartment,Right of residence,2.0,54.5,0.0,0,1962,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-klorvagen-4a-566376
3093,4757,558746.0,Alkalievägen 19C,"het Bohus, Ale kommun",Ale,24 augusti 2016,2016-08-24,1100000,0.0,Apartment,Right of residence,1.0,40.5,0.0,0,1967,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-bohus-ale-kommun-alkalievagen-19c-558746
3094,4758,555698.0,Vättarnas väg 2E,"het Älvängen, Ale kommun",Ale,20 augusti 2016,2016-08-20,1930000,0.0,Apartment,Right of residence,3.0,70.0,0.0,0,2015,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-alvangen-ale-kommun-vattarnas-vag-2e-555698
3095,4759,556268.0,Skolvägen 2M,"het Bohus, Ale kommun",Ale,19 augusti 2016,2016-08-19,1500000,0.0,Apartment,Right of residence,2.0,51.0,0.0,0,2014 - 2015,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-skolvagen-2m-556268
3096,4760,555763.0,Sörgårdsvägen 14,"het Bohus, Ale kommun",Ale,18 augusti 2016,2016-08-18,2030000,0.0,Apartment,Right of residence,4.0,96.5,0.0,0,1966,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-bohus-ale-kommun-sorgardsvagen-14-555763
3097,4761,555164.0,Egnahemsvägen 15B,"het Nol, Ale kommun",Ale,17 augusti 2016,2016-08-17,960000,0.0,Apartment,Right of residence,1.0,40.0,0.0,0,1948,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-nol-ale-kommun-egnahemsvagen-15b-555164
3098,4762,560846.0,Vättarnas väg 14 B,"het Knaptorp, Ale kommun",Ale,15 augusti 2016,2016-08-15,1925000,0.0,Apartment,Right of residence,3.0,70.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-knaptorp-ale-kommun-vattarnas-vag-14-b-560846
3099,4763,554330.0,Byvägen 10A,"het Bohus, Ale kommun",Ale,14 augusti 2016,2016-08-14,1540000,0.0,Apartment,Right of residence,2.0,56.5,0.0,0,1950,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-byvagen-10a-554330
3100,4764,551002.0,Vättarnas väg 16F,"het Älvängen, Ale kommun",Ale,5 augusti 2016,2016-08-05,1900000,0.0,Apartment,Right of residence,4.0,81.0,0.0,0,2015,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-alvangen-ale-kommun-vattarnas-vag-16f-551002
3101,4765,550623.0,Skolvägen 5A,"het Bohus, Ale kommun",Ale,4 augusti 2016,2016-08-04,1305000,0.0,Apartment,Right of residence,2.0,53.0,0.0,0,1944 - 1947,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-skolvagen-5a-550623
3102,4766,548992.0,Klorvägen 2C,"het Bohus, Ale kommun",Ale,2 augusti 2016,2016-08-02,1400000,0.0,Apartment,Right of residence,2.0,57.0,0.0,0,1967,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-klorvagen-2c-548992
3103,4767,548982.0,Byvägen 20A,"het Bohus, Ale kommun",Ale,29 juli 2016,2016-07-29,1200000,0.0,Apartment,Right of residence,3.0,65.5,0.0,0,1967,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-byvagen-20a-548982
3104,4768,560975.0,Vättarnas väg 10 B,"het Knaptorp, Ale kommun",Ale,25 juli 2016,2016-07-25,1900000,0.0,Apartment,Right of residence,3.0,70.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-knaptorp-ale-kommun-vattarnas-vag-10-b-560975
3105,4769,547838.0,Göteborgsvägen 100B,"het Älvängen, Ale kommun",Ale,25 juli 2016,2016-07-25,1435000,0.0,Apartment,Right of residence,2.0,56.0,0.0,0,1951,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-alvangen-ale-kommun-goteborgsvagen-100b-547838
3106,4770,546348.0,Idrottsvägen 11B,"het Surte, Ale kommun",Ale,17 juli 2016,2016-07-17,1380000,0.0,Apartment,Right of residence,2.0,54.0,0.0,0,1948,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-idrottsvagen-11b-546348
3107,4771,545529.0,Vättarnas väg 8D,"het Älvängen, Ale kommun",Ale,15 juli 2016,2016-07-15,1590000,0.0,Apartment,Right of residence,2.0,53.0,0.0,0,2015,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-alvangen-ale-kommun-vattarnas-vag-8d-545529
3108,4772,551680.0,Älvbacken 24,"het Älvängen, Ale kommun",Ale,9 juli 2016,2016-07-09,2535000,0.0,Apartment,Right of residence,4.0,108.0,0.0,0,2016,0,22800,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-alvangen-ale-kommun-alvbacken-24-551680
3109,4773,541026.0,Granhäcksvägen 3D,"het Surte, Ale kommun",Ale,8 juli 2016,2016-07-08,1520000,0.0,Apartment,Right of residence,2.0,55.4,0.0,0,1901,0,4434,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-granhacksvagen-3d-541026
3110,4774,540836.0,Skogsråets väg 18b,"het Älvängen, Ale kommun",Ale,7 juli 2016,2016-07-07,1800000,0.0,Apartment,Right of residence,3.0,69.0,0.0,0,2014,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-alvangen-ale-kommun-skogsraets-vag-18b-540836
3111,4775,540289.0,Alkalievägen 3a,"het Bohus, Ale kommun",Ale,4 juli 2016,2016-07-04,1190000,0.0,Apartment,Right of residence,2.0,59.5,0.0,0,1967,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-alkalievagen-3a-540289
3112,4776,538506.0,Göteborgsvägen 97C,"het Surte, Ale kommun",Ale,30 juni 2016,2016-06-30,1300000,0.0,Apartment,Right of residence,2.0,60.9,0.0,0,1966,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-goteborgsvagen-97c-538506
3113,4777,537238.0,Grangärdesvägen 13A,"het Surte, Ale kommun",Ale,27 juni 2016,2016-06-27,1300000,0.0,Apartment,Right of residence,2.0,62.5,0.0,0,0,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-grangardesvagen-13a-537238
3114,4778,537159.0,Alkalievägen 11 a,"het Bohus, Ale kommun",Ale,27 juni 2016,2016-06-27,1195000,0.0,Apartment,Right of residence,2.0,54.5,0.0,0,1967,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-alkalievagen-11-a-537159
3115,4779,535449.0,Idrottsvägen 13A,"het Surte, Ale kommun",Ale,27 juni 2016,2016-06-27,770000,0.0,Apartment,Right of residence,1.0,32.0,0.0,0,1947,0,3741,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-surte-ale-kommun-idrottsvagen-13a-535449
3116,4780,536307.0,Klorvägen 6A,"het Bohus, Ale kommun",Ale,23 juni 2016,2016-06-23,1175000,0.0,Apartment,Right of residence,2.0,54.5,0.0,0,1967,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-klorvagen-6a-536307
3117,4781,534959.0,Brukstorget 1D,"het Nol, Ale kommun",Ale,23 juni 2016,2016-06-23,800000,0.0,Apartment,Right of residence,1.0,35.0,0.0,0,0,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-nol-ale-kommun-brukstorget-1d-534959
3118,4782,534924.0,Byvägen 20C,"het Bohus, Ale kommun",Ale,23 juni 2016,2016-06-23,1495000,0.0,Apartment,Right of residence,3.0,65.0,0.0,0,0,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-byvagen-20c-534924
3119,4783,533909.0,Elysörvägen 3,"het Bohus, Ale kommun",Ale,17 juni 2016,2016-06-17,1650000,0.0,Apartment,Right of residence,3.0,78.0,6.0,0,1953 - 1954,0,4992,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-elysorvagen-3-533909
3120,4784,532775.0,Göteborgsvägen 102 a,"het Älvängen, Ale kommun",Ale,17 juni 2016,2016-06-17,1510000,0.0,Apartment,Right of residence,2.0,56.0,0.0,0,1953,0,4080,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-alvangen-ale-kommun-goteborgsvagen-102-a-532775
3121,4785,531266.0,Elysörvägen 1 A,"het Bohus, Ale kommun",Ale,12 juni 2016,2016-06-12,1650000,0.0,Apartment,Right of residence,3.0,78.0,0.0,0,1953,0,4200,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-elysorvagen-1-a-531266
3122,4786,531250.0,Byvägen 18B,"het Bohus, Ale kommun",Ale,12 juni 2016,2016-06-12,1085000,0.0,Apartment,Right of residence,2.0,59.5,0.0,0,1967,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-byvagen-18b-531250
3123,4787,530436.0,Göteborgsvägen 97D,"het Surte, Ale kommun",Ale,12 juni 2016,2016-06-12,1200000,0.0,Apartment,Right of residence,2.0,54.3,0.0,0,0,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-goteborgsvagen-97d-530436
3124,4788,531087.0,Brukstorget 2B,"het Nol, Ale kommun",Ale,11 juni 2016,2016-06-11,1640000,0.0,Apartment,Right of residence,3.0,69.0,0.0,0,0,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-nol-ale-kommun-brukstorget-2b-531087
3125,4789,530012.0,Vättarnas väg 14D,"het Älvängen, Ale kommun",Ale,9 juni 2016,2016-06-09,1825000,0.0,Apartment,Right of residence,3.0,81.0,0.0,0,2015,0,5256,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-alvangen-ale-kommun-vattarnas-vag-14d-530012
3126,4790,527511.0,Gruvåsvägen 20,"het Älvängen, Ale kommun",Ale,3 juni 2016,2016-06-03,2100000,0.0,Apartment,Right of residence,3.0,74.9,0.0,0,2002,0,3200,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-alvangen-ale-kommun-gruvasvagen-20-527511
3127,4791,523034.0,Sörgårdsvägen 12,"het Bohus, Ale kommun",Ale,31 maj 2016,2016-05-31,900000,0.0,Apartment,Right of residence,1.0,32.0,0.0,0,1966,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-bohus-ale-kommun-sorgardsvagen-12-523034
3128,4792,524986.0,Skogsråets väg 16C,"het Älvängen, Ale kommun",Ale,30 maj 2016,2016-05-30,1750000,0.0,Apartment,Right of residence,4.0,81.0,0.0,0,2014,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-alvangen-ale-kommun-skogsraets-vag-16c-524986
3129,4793,522547.0,Alkalievägen 9B,"het Bohus, Ale kommun",Ale,26 maj 2016,2016-05-26,1350000,0.0,Apartment,Right of residence,2.0,54.5,0.0,0,1967,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-alkalievagen-9b-522547
3130,4794,522089.0,Sörgårdsvägen 4,"het Bohus, Ale kommun",Ale,26 maj 2016,2016-05-26,925000,0.0,Apartment,Right of residence,1.0,32.0,0.0,0,0,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-bohus-ale-kommun-sorgardsvagen-4-522089
3131,4795,521111.0,Alkalievägen 9A,"het Bohus, Ale kommun",Ale,25 maj 2016,2016-05-25,940000,0.0,Apartment,Right of residence,1.0,44.5,0.0,0,1967,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-bohus-ale-kommun-alkalievagen-9a-521111
3132,4796,521086.0,Byvägen 16 B,"het Bohus, Ale kommun",Ale,24 maj 2016,2016-05-24,1700000,0.0,Apartment,Right of residence,3.0,65.5,6.0,0,1966 - 1967,0,12768,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-byvagen-16-b-521086
3133,4797,515272.0,Grangärdesvägen 19B,"het Surte, Ale kommun",Ale,13 maj 2016,2016-05-13,1025000,0.0,Apartment,Right of residence,1.0,32.3,0.0,0,0,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-surte-ale-kommun-grangardesvagen-19b-515272
3134,4798,512129.0,Byvägen 12B,"het Bohus, Ale kommun",Ale,12 maj 2016,2016-05-12,1300000,0.0,Apartment,Right of residence,2.0,59.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-byvagen-12b-512129
3135,4799,512791.0,Furuhöjd 33,"het Älvängen, Ale kommun",Ale,9 maj 2016,2016-05-09,1940000,0.0,Apartment,Right of residence,3.0,70.0,0.0,0,2015,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-alvangen-ale-kommun-furuhojd-33-512791
3136,4800,512439.0,Brukstorget 2A,"het Nol, Ale kommun",Ale,9 maj 2016,2016-05-09,1320000,0.0,Apartment,Right of residence,4.0,69.4,0.0,0,1945,0,4500,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-nol-ale-kommun-brukstorget-2a-512439
3137,4801,561515.0,Göteborgsvägen 72 B,"het Surte, Ale kommun",Ale,4 maj 2016,2016-05-04,1320000,0.0,Apartment,Right of residence,2.0,50.0,0.0,0,0,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-goteborgsvagen-72-b-561515
3138,4802,510008.0,Granhäcksvägen 1C,"het Surte, Ale kommun",Ale,2 maj 2016,2016-05-02,1450000,0.0,Apartment,Right of residence,3.0,65.0,0.0,0,1950,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-surte-ale-kommun-granhacksvagen-1c-510008
3139,4803,497949.0,Vättarnas väg 18D,"het Älvängen, Ale kommun",Ale,29 april 2016,2016-04-29,1850000,0.0,Apartment,Right of residence,4.0,81.0,0.0,0,2015,0,4800,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-alvangen-ale-kommun-vattarnas-vag-18d-497949
3140,4804,508694.0,Klorvägen 4B,"het Bohus, Ale kommun",Ale,28 april 2016,2016-04-28,1100000,0.0,Apartment,Right of residence,2.0,54.5,0.0,0,1962,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-klorvagen-4b-508694
3141,4805,508004.0,Sörgårdsvägen 14,"het Bohus, Ale kommun",Ale,27 april 2016,2016-04-27,1820000,0.0,Apartment,Right of residence,4.0,96.5,6.0,0,1966 - 1967,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-bohus-ale-kommun-sorgardsvagen-14-508004
3142,4806,507992.0,Sörgårdsvägen 6,"het Bohus, Ale kommun",Ale,27 april 2016,2016-04-27,1775000,0.0,Apartment,Right of residence,3.0,84.5,6.0,0,1966,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-sorgardsvagen-6-507992
3143,4807,506320.0,Alkalievägen 5A,"het Bohus, Ale kommun",Ale,24 april 2016,2016-04-24,1700000,0.0,Apartment,Right of residence,3.0,65.5,6.0,0,1966 - 1967,0,5940,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-alkalievagen-5a-506320
3144,4808,526288.0,Solskensvägen 24,"het Surte, Ale kommun",Ale,21 april 2016,2016-04-21,2750000,0.0,Apartment,Right of residence,3.0,88.0,0.0,0,2015,0,1752,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-surte-ale-kommun-solskensvagen-24-526288
3145,4809,504454.0,Alkalievägen 19A,"het Bohus, Ale kommun",Ale,20 april 2016,2016-04-20,1080000,0.0,Apartment,Right of residence,1.0,40.5,0.0,0,1967,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-bohus-ale-kommun-alkalievagen-19a-504454
3146,4810,499558.0,Skogsråets väg 22D,"het Älvängen, Ale kommun",Ale,11 april 2016,2016-04-11,1530000,0.0,Apartment,Right of residence,2.0,69.0,0.0,0,2014,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-alvangen-ale-kommun-skogsraets-vag-22d-499558
3147,4811,499955.0,Skolvägen 3b,"het Bohus, Ale kommun",Ale,10 april 2016,2016-04-10,1220000,0.0,Apartment,Right of residence,2.0,53.0,0.0,0,1944,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-skolvagen-3b-499955
3148,4812,498879.0,Grangärdesvägen 17B,"het Surte, Ale kommun",Ale,8 april 2016,2016-04-08,1515000,0.0,Apartment,Right of residence,2.5,62.5,0.0,0,1937,0,5197,0,0,0,,,"https://www.hemnet.se/salda/lagenhet-2,5rum-surte-ale-kommun-grangardesvagen-17b-498879"
3149,4813,498715.0,Klorvägen 4A,"het Bohus, Ale kommun",Ale,7 april 2016,2016-04-07,1285000,0.0,Apartment,Right of residence,2.0,54.5,0.0,0,1967,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-klorvagen-4a-498715
3150,4814,496969.0,Grangärdesvägen 17B,"het Surte, Ale kommun",Ale,5 april 2016,2016-04-05,1040000,0.0,Apartment,Right of residence,1.0,32.3,0.0,0,0,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-surte-ale-kommun-grangardesvagen-17b-496969
3151,4815,496447.0,Klorvägen 6B,"het Bohus, Ale kommun",Ale,3 april 2016,2016-04-03,1350000,0.0,Apartment,Right of residence,2.0,59.5,0.0,0,1967,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-klorvagen-6b-496447
3152,4816,496202.0,Vättarnas väg 22 A,"het Älvängen, Ale kommun",Ale,1 april 2016,2016-04-01,2050000,0.0,Apartment,Right of residence,4.0,81.0,0.0,0,2015,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-alvangen-ale-kommun-vattarnas-vag-22-a-496202
3153,4817,496852.0,Alkalievägen 9B,"het Bohus, Ale kommun",Ale,24 mars 2016,2016-03-24,1210000,0.0,Apartment,Right of residence,2.0,54.5,0.0,0,1967,0,3600,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-bohus-ale-kommun-alkalievagen-9b-496852
3154,4818,492948.0,Granhäcksvägen 3C,"het Surte, Ale kommun",Ale,24 mars 2016,2016-03-24,1375000,0.0,Apartment,Right of residence,2.0,55.4,0.0,0,0,0,3000,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-granhacksvagen-3c-492948
3155,4819,495252.0,Idrottsvägen 8B,"het Surte, Ale kommun",Ale,22 mars 2016,2016-03-22,1290000,0.0,Apartment,Right of residence,2.0,55.0,0.0,0,1951,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-2rum-surte-ale-kommun-idrottsvagen-8b-495252
3156,4820,489927.0,Grangärdesvägen 19B,"het Surte, Ale kommun",Ale,17 mars 2016,2016-03-17,1000000,0.0,Apartment,Right of residence,1.0,32.3,0.0,0,0,0,2400,0,0,0,,,https://www.hemnet.se/salda/lagenhet-1rum-surte-ale-kommun-grangardesvagen-19b-489927
3157,4821,489766.0,Vättarnas väg 12F,"het Älvängen, Ale kommun",Ale,16 mars 2016,2016-03-16,1900000,0.0,Apartment,Right of residence,4.0,81.0,0.0,0,2015,0,0,0,0,0,,,https://www.hemnet.se/salda/lagenhet-4rum-alvangen-ale-kommun-vattarnas-vag-12f-489766
3158,4822,489193.0,Byvägen 20B,"het Bohus, Ale kommun",Ale,15 mars 2016,2016-03-15,1810000,0.0,Apartment,Right of residence,3.0,65.0,8.0,0,1960,0,5940,0,0,0,,,https://www.hemnet.se/salda/lagenhet-3rum-bohus-ale-kommun-byvagen-20b-489193
